Shape, Mass, Dimensions
Box,8.0,0.3,0.2,0.2
Box,5.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,110.0,1.2,0.5,0.5
Box,425.0,2.0,1.0,1.0
Box,425.0,2.0,1.0,1.0
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,80.0,0.5,0.5,0.5
Box,45.0,0.33,0.63,0.33
Box,4.0,0.3,0.1,0.1
Box,95.0,1.5,1.0,1.5
Box,8.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.3
Box,10.0,0.3,0.2,0.3
Box,65.0,1.0,1.0,1.0
Box,20.0,0.4,0.2,0.4
